name,smiles,family,mw,logp,hbd,hba,rotbonds,arom_rings,total_rings,tpsa,heavy_atoms,frac_csp3,mol_refractivity,nhoh,no_count,planarity_score,pi_extent,fp_density,fluoro_substitution,space_uv_factor,bandgap_ev,abs_efficiency
P3HT_unit_aug3,CCCCCCc1ccc(s1),donor,156.76540325061734,3.899962416559425,0,1,5,1,1,0.0,11,0.543295367848415,52.16500000000004,0,0,0.4546278739303618,6,0.037047627815113074,0.0499,-0.064,2.043,0.7057
P3HT_unit_aug4,CCCCCCc1ccc(s1),donor,172.99956817049565,3.8950059525986758,0,1,5,1,1,0.0,11,0.5896879085489272,52.16500000000004,0,0,0.4210194247337516,6,0.05884007735552729,0.7479,-0.045,2.1597,0.7713
P3HT_unit_aug5,CCCCCCc1ccc(s1),donor,181.67519598210114,4.021781806981895,0,1,5,1,1,0.0,11,0.6418857549695633,52.16500000000004,0,0,0.4458507419524174,6,0.06710108328409413,0.7009,-0.0349,2.1632,0.7286
P3HT_unit_aug6,CCCCCCc1ccc(s1),donor,168.00029388878065,3.7746050561228297,0,1,5,1,1,0.0,11,0.5994278294328469,52.16500000000004,0,0,0.48660671913629283,6,0.04213591194042602,0.5677,0.02,2.1994,0.7035
P3HT_unit_aug7,CCCCCCc1ccc(s1),donor,161.7988704920465,3.823361082531739,0,1,5,1,1,0.0,11,0.6092533729325501,52.16500000000004,0,0,0.4570231539110596,6,0.022066291725494652,0.2287,-0.0357,2.0963,0.7187
DPP_core_aug0,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,225.17166721804747,2.4157988806257813,0,2,1,2,3,37.38,17,0.0,64.02400000000003,0,3,0.7123716927139504,16,0.014146368040437271,0.8906,0.0219,2.5466,0.7923
DPP_core_aug1,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,233.9124424487565,2.5602069273384656,0,2,1,2,3,37.38,17,0.0,64.02400000000003,0,3,0.7152821346443075,16,0.023802292864842194,0.0768,-0.0061,2.4047,0.8047
DPP_core_aug2,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,232.34095290416113,2.250752576747398,0,2,1,2,3,37.38,17,0.0,64.02400000000003,0,3,0.7385424600915418,16,0.04829567212316687,0.0475,-0.0235,2.3831,0.7689
DPP_core_aug3,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,214.6044735433354,2.3070076697511057,0,2,1,2,3,37.38,17,0.03520649618503988,64.02400000000003,0,3,0.7091582011409072,16,0.035197504965998314,0.8794,-0.0942,2.4289,0.8001
DPP_core_aug4,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,230.05043862263167,2.1643949702492997,0,2,1,2,3,37.38,17,0.0,64.02400000000003,0,3,0.6651671772349386,16,0.05521662812020811,0.0729,-0.0315,2.3787,0.7959
DPP_core_aug5,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,230.08560001102006,2.5060269180037102,0,2,1,2,3,37.38,17,0.030084562533159956,64.02400000000003,0,3,0.7287589124099433,16,0.037570823647070165,0.3407,-0.0933,2.3544,0.7453
DPP_core_aug6,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,200.37068886279303,2.215029039105861,0,2,1,2,3,37.38,17,0.0,64.02400000000003,0,3,0.66799413308145,16,0.01,0.0938,-0.0024,2.4107,0.7508
DPP_core_aug7,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,232.22054466106906,2.7233423108622383,0,2,1,2,3,37.38,17,0.021950687567890866,64.02400000000003,0,3,0.7582613999645911,16,0.06850927972833337,0.3008,-0.0351,2.407,0.7306
Carbazole_aug0,c1ccc2[nH]c3ccccc3c2c1,donor,161.2929258662346,3.2736694170445553,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,1.0,18,0.05208912789152343,0.523,-0.0468,2.2264,0.6966
Carbazole_aug1,c1ccc2[nH]c3ccccc3c2c1,donor,165.62742562462353,3.6952962521719965,1,0,0,3,3,15.79,13,0.004502987746378464,55.80470000000002,1,1,0.9555811106062958,18,0.011653071655608077,0.0631,-0.0163,2.1926,0.7432
Carbazole_aug2,c1ccc2[nH]c3ccccc3c2c1,donor,188.4735603049234,3.037593318077405,1,0,0,3,3,15.79,13,0.003996264451312114,55.80470000000002,1,1,1.0,18,0.010852295528950874,0.9221,-0.0645,2.2645,0.7699
Carbazole_aug3,c1ccc2[nH]c3ccccc3c2c1,donor,138.74241970900593,3.9179437779588935,1,0,0,3,3,15.79,13,0.0298604469019762,55.80470000000002,1,1,0.9845517157827679,18,0.01,0.2417,-0.0553,2.1785,0.7082
Carbazole_aug4,c1ccc2[nH]c3ccccc3c2c1,donor,162.8019852652654,3.464308306060315,1,0,0,3,3,15.79,13,0.022576734148656213,55.80470000000002,1,1,1.0,18,0.01,0.2694,-0.0947,2.1431,0.7365
Carbazole_aug5,c1ccc2[nH]c3ccccc3c2c1,donor,179.7291701309347,3.234354439861359,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,0.9965807885745789,18,0.018329579204009745,0.8465,-0.0477,2.2708,0.7964
Carbazole_aug6,c1ccc2[nH]c3ccccc3c2c1,donor,152.33328280028988,3.5446142330936627,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,1.0,18,0.04563168936395082,0.5075,-0.0483,2.2227,0.7194
Carbazole_aug7,c1ccc2[nH]c3ccccc3c2c1,donor,179.80654322781476,3.5776333320382774,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,1.0,18,0.019005930442549182,0.9812,-0.0142,2.3231,0.751
BTR_unit_aug0,c1cc2c(s1)-c1sccc1-2,donor,154.5428632188501,3.4144028004769686,0,2,0,2,3,0.0,10,0.04737666418188741,46.626000000000005,0,0,0.9761643176535668,16,0.03441457960308538,0.1185,0.0319,2.3485,0.7692
BTR_unit_aug1,c1cc2c(s1)-c1sccc1-2,donor,133.9762773829434,3.369386162911775,0,2,0,2,3,0.0,10,0.02103891330775988,46.626000000000005,0,0,0.9569976729146105,16,0.05381920247986878,0.2123,-0.0867,2.243,0.7214
BTR_unit_aug2,c1cc2c(s1)-c1sccc1-2,donor,191.47520330767833,3.129878515826015,0,2,0,2,3,0.0,10,0.0,46.626000000000005,0,0,1.0,16,0.05158273164197048,0.4677,-0.0747,2.2907,0.7638
BTR_unit_aug3,c1cc2c(s1)-c1sccc1-2,donor,157.83982469577032,3.2652282375977686,0,2,0,2,3,0.0,10,0.015746165920142042,46.626000000000005,0,0,0.9499520891173783,16,0.01,0.1343,0.0407,2.3595,0.7755
BTR_unit_aug4,c1cc2c(s1)-c1sccc1-2,donor,166.81038640949794,3.7205525959246093,0,2,0,2,3,0.0,10,0.009377429375321447,46.626000000000005,0,0,1.0,16,0.016092351060800647,0.3768,0.021,2.3738,0.7976
BTR_unit_aug5,c1cc2c(s1)-c1sccc1-2,donor,163.8919125227963,3.216698605515539,0,2,0,2,3,0.0,10,0.0,46.626000000000005,0,0,1.0,16,0.010985154617642184,0.7053,0.0275,2.4263,0.7968
BTR_unit_aug6,c1cc2c(s1)-c1sccc1-2,donor,159.0977787260088,3.6239025277289243,0,2,0,2,3,0.0,10,0.0,46.626000000000005,0,0,1.0,16,0.02522931655891498,0.5293,-0.0968,2.2773,0.7628
BTR_unit_aug7,c1cc2c(s1)-c1sccc1-2,donor,168.58676463723197,3.5681229812034374,0,2,0,2,3,0.0,10,0.015850499202566752,46.626000000000005,0,0,0.9648831096346631,16,0.03630502805666088,0.2035,-0.0914,2.2371,0.7379
PDI_core_aug0,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,361.5351492738945,3.8118300735516386,0,2,1,0,5,37.38,26,0.11411104715001201,101.15900000000002,0,3,0.029620556596695727,20,0.08327418031812077,0.9784,-0.0572,3.8798,0.9629
PDI_core_aug1,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,319.35365215237965,3.334794200333426,0,2,1,0,5,37.38,26,0.20815126126516814,101.15900000000002,0,3,0.047671170101938755,20,0.08514292590066867,0.3584,-0.0446,3.8056,0.951
PDI_core_aug2,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,367.38883311487075,3.4900983292310235,0,2,1,0,5,37.38,26,0.19185075893543155,101.15900000000002,0,3,0.016164660759006588,20,0.0653106627104523,0.4017,0.0211,3.8773,0.9135
PDI_core_aug3,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,341.76768252962785,4.055148857404834,0,2,1,0,5,37.38,26,0.20851925582356917,101.15900000000002,0,3,0.0,20,0.05763126999037922,0.1646,-0.0663,3.7567,0.9129
PDI_core_aug4,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,333.0279095381739,3.921518190324922,0,2,1,0,5,37.38,26,0.27664644409915223,101.15900000000002,0,3,0.05836861956658984,20,0.04534489838299095,0.0927,0.0025,3.8155,0.9255
PDI_core_aug5,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,338.57367441346537,3.3104320283123494,0,2,1,0,5,37.38,26,0.22368244244772728,101.15900000000002,0,3,0.0,20,0.07410213115490757,0.3023,-0.0902,3.7521,0.9453
PDI_core_aug6,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,335.35822961868064,3.6525278877402387,0,2,1,0,5,37.38,26,0.26267324480500376,101.15900000000002,0,3,0.0,20,0.04765682512026878,0.3193,0.0289,3.8736,0.9132
PDI_core_aug7,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,332.66781840487033,3.529805215043531,0,2,1,0,5,37.38,26,0.30619974338427225,101.15900000000002,0,3,0.022755153555626875,20,0.050596796175434694,0.3327,-0.0363,3.8103,0.8845
IT4F_core_aug0,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,377.4959842191731,5.4898160885834,0,3,1,3,5,34.14,27,0.17605816283188863,102.03350000000006,0,2,0.5048504310443243,26,0.07778879995701225,0.1621,-0.0859,4.0368,0.9162
IT4F_core_aug1,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,409.8176799971187,5.20206252795924,0,3,1,3,5,34.14,27,0.17634303559508244,102.03350000000006,0,2,0.5672668688053931,26,0.07759699584309188,0.4902,0.0314,4.2,0.9451
IT4F_core_aug2,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,396.75452908742363,5.327644737754368,0,3,1,3,5,34.14,27,0.14448765432472307,102.03350000000006,0,2,0.5875007604643113,26,0.11828111111103758,0.5962,0.0217,4.2051,0.89
IT4F_core_aug3,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,398.73171888638933,4.688831407489831,0,3,1,3,5,34.14,27,0.20641185691655697,102.03350000000006,0,2,0.5456131971298551,26,0.08439407430213974,0.2603,-0.0618,4.0747,0.9292
IT4F_core_aug4,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,371.1576806224125,5.838389818517047,0,3,1,3,5,34.14,27,0.20375638898748896,102.03350000000006,0,2,0.5716012450658849,26,0.06603146023942456,0.9602,0.0412,4.2756,0.9401
IT4F_core_aug5,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,381.0004109015751,5.050725576067099,0,3,1,3,5,34.14,27,0.1411634485485952,102.03350000000006,0,2,0.5484948849533254,26,0.08499818060750332,0.9263,0.0344,4.2641,0.9338
IT4F_core_aug6,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,369.34908005044326,4.959249884815861,0,3,1,3,5,34.14,27,0.11868195351790964,102.03350000000006,0,2,0.5454919146562388,26,0.08953387659075764,0.4242,-0.0624,4.097,0.9249
IT4F_core_aug7,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,357.23653592682666,5.4286001511286,0,3,1,3,5,34.14,27,0.1688523594248288,102.03350000000006,0,2,0.5619074122834452,26,0.07179928388518861,0.1624,-0.0179,4.1048,0.982
Triazine_acc_aug0,c1ncnc(c1)-c1ccncc1,BN_mat,179.61610563314144,1.3414934174957676,0,3,1,2,2,38.67,12,0.010436155757652466,45.26300000000002,0,3,0.9968265402344207,12,0.01,0.115,0.0118,1.8279,0.6312
Triazine_acc_aug1,c1ncnc(c1)-c1ccncc1,BN_mat,203.84529637189178,1.5067127785301553,0,3,1,2,2,38.67,12,0.0,45.26300000000002,0,3,0.9682357272157707,12,0.039946048278950305,0.8764,-0.0974,1.8253,0.6468
Triazine_acc_aug2,c1ncnc(c1)-c1ccncc1,BN_mat,149.26003173258485,1.9482217379177085,0,3,1,2,2,38.67,12,0.001598037145991014,45.26300000000002,0,3,1.0,12,0.01642182632001326,0.9039,0.0089,1.9355,0.6517
Triazine_acc_aug3,c1ncnc(c1)-c1ccncc1,BN_mat,141.88437999968068,1.1808723912642844,0,3,1,2,2,38.67,12,0.045510218005003,45.26300000000002,0,3,1.0,12,0.05238680869963994,0.662,-0.0182,1.8745,0.6283
Triazine_acc_aug4,c1ncnc(c1)-c1ccncc1,BN_mat,169.8909593982109,1.5559740370141668,0,3,1,2,2,38.67,12,0.03800514501021643,45.26300000000002,0,3,0.9958068061812604,12,0.05476044296831399,0.1626,0.0138,1.8366,0.6926
Triazine_acc_aug5,c1ncnc(c1)-c1ccncc1,BN_mat,184.20591866521656,1.4536555195647252,0,3,1,2,2,38.67,12,0.0,45.26300000000002,0,3,1.0,12,0.01,0.5,-0.0226,1.8474,0.6323
Triazine_acc_aug6,c1ncnc(c1)-c1ccncc1,BN_mat,179.92705016771447,1.293836255093948,0,3,1,2,2,38.67,12,0.0,45.26300000000002,0,3,0.9943831901727754,12,0.04421214180131608,0.547,-0.0382,1.8384,0.6763
Triazine_acc_aug7,c1ncnc(c1)-c1ccncc1,BN_mat,147.55201869707724,1.642678280607853,0,3,1,2,2,38.67,12,0.07929666110173271,45.26300000000002,0,3,0.9962934432500339,12,0.01,0.9645,0.0137,1.9487,0.6736
Benzimidazole_aug0,c1ccc2[nH]cnc2c1,rad_hard,127.36626872813048,1.8785673391059068,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.9365436424026002,12,0.03813870403966136,0.74,-0.0228,1.7808,0.6618
Benzimidazole_aug1,c1ccc2[nH]cnc2c1,rad_hard,88.66335099111953,1.4476759888193582,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,1.0,12,0.03997983157551609,0.6209,0.0334,1.8203,0.6117
Benzimidazole_aug2,c1ccc2[nH]cnc2c1,rad_hard,127.104275668548,1.338602973030886,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.977004620024634,12,0.07086006151276487,0.7293,0.0218,1.8239,0.5998
Benzimidazole_aug3,c1ccc2[nH]cnc2c1,rad_hard,106.97485959519554,1.983705407434945,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,1.0,12,0.044057067630755065,0.9554,-0.0303,1.8034,0.6435
Benzimidazole_aug4,c1ccc2[nH]cnc2c1,rad_hard,117.46086612926516,1.689816964251161,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.967209781940335,12,0.030075227961767897,0.4376,0.0263,1.7876,0.6263
Benzimidazole_aug5,c1ccc2[nH]cnc2c1,rad_hard,104.11399287179161,1.560656159576595,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.9871612131591534,12,0.04795178910883652,0.6782,0.0454,1.8404,0.6479
Benzimidazole_aug6,c1ccc2[nH]cnc2c1,rad_hard,141.76273682990853,1.6307598884412104,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.9941707133532661,12,0.03738759552392448,0.0274,-0.0154,1.6884,0.6057
Benzimidazole_aug7,c1ccc2[nH]cnc2c1,rad_hard,112.83127601492555,1.7064205424542738,1,1,0,2,2,28.68,9,0.035596669119758916,36.0937,1,2,1.0,12,0.01680414621662703,0.5686,0.0179,1.7975,0.6473
Polyimide_unit_aug0,O=C1OC(=O)c2ccccc21,rad_hard,157.078366005188,1.4423650136502635,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.5418050593548328,10,0.020381793188102255,0.5608,-0.0505,1.928,0.6888
Polyimide_unit_aug1,O=C1OC(=O)c2ccccc21,rad_hard,125.98905313029064,0.6867121407719379,0,3,0,1,2,43.370000000000005,11,0.10571257060637892,36.18800000000001,0,3,0.5155306725330145,10,0.01,0.106,-0.0329,1.8819,0.6145
Polyimide_unit_aug2,O=C1OC(=O)c2ccccc21,rad_hard,168.38745838500594,0.6390560890710579,0,3,0,1,2,43.370000000000005,11,0.002875771685693248,36.18800000000001,0,3,0.5495590413029809,10,0.01,0.9346,0.0148,2.0457,0.6335
Polyimide_unit_aug3,O=C1OC(=O)c2ccccc21,rad_hard,157.05395207126926,1.094711166130261,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.4694125395961501,10,0.04200407725445795,0.9295,-0.0083,2.0218,0.6955
Polyimide_unit_aug4,O=C1OC(=O)c2ccccc21,rad_hard,162.14718869372265,0.4676847255395259,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.5622092152689981,10,0.020848663947682887,0.7226,0.0172,2.0184,0.6455
Polyimide_unit_aug5,O=C1OC(=O)c2ccccc21,rad_hard,119.11440909437256,1.14975696322775,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.533867347532253,10,0.012632802677437978,0.9131,-0.0516,1.9763,0.6517
Polyimide_unit_aug6,O=C1OC(=O)c2ccccc21,rad_hard,118.2323065924852,0.7067266014510434,0,3,0,1,2,43.370000000000005,11,0.029025766790104976,36.18800000000001,0,3,0.5810425053885552,10,0.046475755222428326,0.4605,-0.0894,1.8751,0.6618
Polyimide_unit_aug7,O=C1OC(=O)c2ccccc21,rad_hard,157.23121194426716,1.4568653415097743,0,3,0,1,2,43.370000000000005,11,0.0363163447851128,36.18800000000001,0,3,0.5791118398136232,10,0.02889522852957437,0.8619,-0.0366,1.9841,0.7071
PTFE_unit_aug0,C(F)(F)=C(F)F,rad_hard,83.3445918205419,1.9412410837299479,0,0,0,0,0,0.0,6,0.015638011773233963,11.458000000000002,0,0,0.016262297021840195,0,0.028745559752261025,0.1165,-0.0525,0.2638,0.1726
PTFE_unit_aug1,C(F)(F)=C(F)F,rad_hard,112.839477868203,2.353709176781171,0,0,0,0,0,0.0,6,0.0,11.458000000000002,0,0,0.044534740707288245,0,0.01,0.1549,-0.0171,0.3045,0.2047
PTFE_unit_aug2,C(F)(F)=C(F)F,rad_hard,132.32419203747696,2.4122638200712596,0,0,0,0,0,0.0,6,0.013850079484890846,11.458000000000002,0,0,0.0,0,0.023381017658511007,0.5956,-0.0356,0.3478,0.2312
PTFE_unit_aug3,C(F)(F)=C(F)F,rad_hard,105.9834887779807,2.1306963883036683,0,0,0,0,0,0.0,6,0.020438383327086834,11.458000000000002,0,0,0.0,0,0.01,0.462,-0.0157,0.3489,0.1686
PTFE_unit_aug4,C(F)(F)=C(F)F,rad_hard,86.46248040801044,1.6635687780086388,0,0,0,0,0,0.0,6,0.030418898688639152,11.458000000000002,0,0,0.0,0,0.01,0.7518,0.0391,0.4443,0.2277
PTFE_unit_aug5,C(F)(F)=C(F)F,rad_hard,108.1836552029499,1.7641779764495131,0,0,0,0,0,0.0,6,0.0,11.458000000000002,0,0,0.0,0,0.01,0.4285,0.0075,0.3675,0.2172
PTFE_unit_aug6,C(F)(F)=C(F)F,rad_hard,110.14466961144942,1.8646356926757541,0,0,0,0,0,0.0,6,0.05216901514721884,11.458000000000002,0,0,0.027120902617743643,0,0.02478159101274008,0.4955,-0.0123,0.3571,0.1503
PTFE_unit_aug7,C(F)(F)=C(F)F,rad_hard,81.1089085510412,1.8997301353542608,0,0,0,0,0,0.0,6,0.09232866319446544,11.458000000000002,0,0,0.0,0,0.015288921150344643,0.1063,-0.0485,0.2664,0.1861
Diamond_unit_aug0,C12CC3CC(CC(C3)C1)C2,rad_hard,121.3966570492458,2.7662164724226836,0,0,0,0,4,0.0,10,0.8946719583135498,41.66200000000001,0,0,0.027234667111305268,16,0.01,0.3029,-0.0993,1.1431,0.4855
Diamond_unit_aug1,C12CC3CC(CC(C3)C1)C2,rad_hard,139.23659763417692,2.7498199341124696,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.0,16,0.020676294964560575,0.3084,-0.0212,1.2219,0.5402
Diamond_unit_aug2,C12CC3CC(CC(C3)C1)C2,rad_hard,140.61257677833837,2.7290635140417345,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.013460936244582678,16,0.01,0.2792,-0.0721,1.1669,0.4949
Diamond_unit_aug3,C12CC3CC(CC(C3)C1)C2,rad_hard,148.7154766658475,2.6917393421657683,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.0,16,0.01,0.0626,-0.0361,1.1727,0.529
Diamond_unit_aug4,C12CC3CC(CC(C3)C1)C2,rad_hard,138.24406701850378,2.80400127720603,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.0,16,0.01,0.2461,-0.0802,1.1543,0.4639
Diamond_unit_aug5,C12CC3CC(CC(C3)C1)C2,rad_hard,139.5760218954886,2.6467248555217684,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.009506593109607322,16,0.01,0.7876,-0.046,1.2643,0.5218
Diamond_unit_aug6,C12CC3CC(CC(C3)C1)C2,rad_hard,158.83877702355065,3.2296709975137414,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.0,16,0.02298174246860582,0.3955,-0.0957,1.1597,0.4703
Diamond_unit_aug7,C12CC3CC(CC(C3)C1)C2,rad_hard,142.35694646967414,2.8213014215930805,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.0,16,0.01,0.7037,0.0211,1.3196,0.5107
MAI_cation_aug0,C[NH3+],perovskite,50.0,-1.5357623047123026,1,0,0,0,0,27.64,2,0.9723489122612851,8.8121,3,1,0.028688545712430225,0,0.01,0.1615,0.013,0.5356,0.3135
MAI_cation_aug1,C[NH3+],perovskite,50.0,-1.0800081265974601,1,0,0,0,0,27.64,2,0.9533358427660638,8.8121,3,1,0.0,0,0.01,0.7679,0.0092,0.6167,0.3635
MAI_cation_aug2,C[NH3+],perovskite,50.0,-1.6735004256492996,1,0,0,0,0,27.64,2,0.9611980150909663,8.8121,3,1,0.0,0,0.01,0.8487,0.0457,0.6646,0.3584
MAI_cation_aug3,C[NH3+],perovskite,50.0,-1.2082931879763927,1,0,0,0,0,27.64,2,1.0,8.8121,3,1,0.0,0,0.015970613554594434,0.9495,-0.0615,0.5715,0.3163
MAI_cation_aug4,C[NH3+],perovskite,61.07349007643942,-1.0447190912042443,1,0,0,0,0,27.64,2,1.0,8.8121,3,1,0.043203608684369454,0,0.04241985759657152,0.8792,-0.0446,0.5785,0.3244
MAI_cation_aug5,C[NH3+],perovskite,50.0,-0.8620365524927618,1,0,0,0,0,27.64,2,0.9916139530687077,8.8121,3,1,0.0,0,0.01,0.7103,0.0458,0.6452,0.3138
MAI_cation_aug6,C[NH3+],perovskite,50.0,-1.2990354351215414,1,0,0,0,0,27.64,2,0.9552443734000179,8.8121,3,1,0.0,0,0.033455025946092634,0.9691,-0.0645,0.5712,0.3292
MAI_cation_aug7,C[NH3+],perovskite,50.0,-0.736583474766529,1,0,0,0,0,27.64,2,1.0,8.8121,3,1,0.007719943522786716,0,0.03358424692124765,0.5569,-0.0703,0.5076,0.2869
FA_cation_aug0,NC(=N)N,perovskite,63.17548226767024,-1.1269803885352025,3,1,0,0,0,75.89,4,0.038293479796031184,16.1015,5,3,0.0,0,0.045098110816833334,0.1006,-0.0332,0.7809,0.4583
FA_cation_aug1,NC(=N)N,perovskite,75.20703074815872,-1.28528166912723,3,1,0,0,0,75.89,4,0.011545729820756797,16.1015,5,3,0.013160075903382744,0,0.021122540264342453,0.6724,-0.097,0.7971,0.4113
FA_cation_aug2,NC(=N)N,perovskite,50.17042945212649,-0.9675870244035845,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.005220277426700375,0,0.01,0.2806,-0.0609,0.7784,0.433
FA_cation_aug3,NC(=N)N,perovskite,76.44679555267675,-1.3569407889297322,3,1,0,0,0,75.89,4,0.020169742549875542,16.1015,5,3,0.0070793830897055675,0,0.01,0.7976,-0.057,0.8547,0.3861
FA_cation_aug4,NC(=N)N,perovskite,72.90013598216768,-0.8642867261663186,3,1,0,0,0,75.89,4,0.04814442989654321,16.1015,5,3,0.0,0,0.01,0.37,0.0234,0.8752,0.3929
FA_cation_aug5,NC(=N)N,perovskite,56.398432399249536,-0.6857014930819262,3,1,0,0,0,75.89,4,0.037000029975649794,16.1015,5,3,0.0,0,0.014407775114583767,0.1612,-0.0147,0.8079,0.4295
FA_cation_aug6,NC(=N)N,perovskite,53.21400243425719,-1.531259323975836,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.0011352564476721256,0,0.020887748453399694,0.1239,-0.0487,0.7686,0.4167
FA_cation_aug7,NC(=N)N,perovskite,51.54422496463867,-1.8027337555931808,3,1,0,0,0,75.89,4,0.018581975492601068,16.1015,5,3,0.04781577942902982,0,0.01955029254390935,0.3066,-0.0385,0.8044,0.3718
Rhodamine_B_aug0,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,441.58713999004044,5.161123510396215,1,3,7,2,4,56.69,33,0.30981112695966756,135.14329999999998,1,5,0.6170093095670067,20,0.10706649910679454,0.2207,-0.0338,2.8971,0.829
Rhodamine_B_aug1,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,442.0127826990949,5.599680649391834,1,3,7,2,4,56.69,33,0.38566325312613525,135.14329999999998,1,5,0.6464089623207293,20,0.12260123588573775,0.6141,-0.0125,2.9735,0.8851
Rhodamine_B_aug2,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,438.83047797605303,5.638942381914054,1,3,7,2,4,56.69,33,0.29694793401959824,135.14329999999998,1,5,0.6170369111934201,20,0.11107067591118158,0.549,0.0242,3.001,0.8075
Rhodamine_B_aug3,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,439.68044194327763,5.492217642734895,1,3,7,2,4,56.69,33,0.2841415451973093,135.14329999999998,1,5,0.6204153177333405,20,0.11255772810015967,0.0954,-0.0077,2.9057,0.7932
Rhodamine_B_aug4,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,455.57528808227147,5.744943232220313,1,3,7,2,4,56.69,33,0.2319824807168973,135.14329999999998,1,5,0.5929254939797903,20,0.0957351262054921,0.2283,-0.0256,2.9063,0.888
Rhodamine_B_aug5,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,418.4173432777,5.688882297558419,1,3,7,2,4,56.69,33,0.24553210028501551,135.14329999999998,1,5,0.6043173623162194,20,0.11278971595154069,0.9445,-0.0314,3.0009,0.8154
Rhodamine_B_aug6,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,468.21742065288447,5.5744569371977395,1,3,7,2,4,56.69,33,0.2851417815819556,135.14329999999998,1,5,0.6348694856524311,20,0.09290329392735877,0.2062,-0.0147,2.9142,0.8082
