name,smiles,family,mw,logp,hbd,hba,rotbonds,arom_rings,total_rings,tpsa,heavy_atoms,frac_csp3,mol_refractivity,nhoh,no_count,planarity_score,pi_extent,fp_density,bandgap_ev,abs_efficiency,fluoro_substitution,space_uv_factor
DPP_core_aug5,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,218.3161387182811,2.4053829290756994,0,2,1,2,3,37.38,17,0.03481031824067092,64.02400000000003,0,3,0.7613510357895369,16,0.05964067559095515,2.438,0.783,0.498,-0.037
DPP_core_aug6,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,217.8532261889034,2.1552422273774994,0,2,1,2,3,37.38,17,0.002960921700724413,64.02400000000003,0,3,0.7063002316985649,16,0.03662687325779993,2.462,0.859,0.085,0.05
DPP_core_aug7,O=C1c2ccccc2C(=O)N1c1ccccc1,donor,227.1926952153571,2.4438918764228177,0,2,1,2,3,37.38,17,0.0,64.02400000000003,0,3,0.6844969794608616,16,0.03923797955383794,2.359,0.783,0.205,-0.071
Carbazole_aug0,c1ccc2[nH]c3ccccc3c2c1,donor,162.11145565158287,3.7722978965748077,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,0.9897193721775895,18,0.017961807680084173,2.245,0.778,0.524,-0.034
Carbazole_aug1,c1ccc2[nH]c3ccccc3c2c1,donor,139.06076610564355,3.0877549937227387,1,0,0,3,3,15.79,13,0.06357775474970793,55.80470000000002,1,1,1.0,18,0.01,2.258,0.771,0.644,-0.039
Carbazole_aug2,c1ccc2[nH]c3ccccc3c2c1,donor,156.7205946744045,3.467912368368377,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,1.0,18,0.034275891229720794,2.234,0.736,0.653,-0.064
Carbazole_aug3,c1ccc2[nH]c3ccccc3c2c1,donor,159.99167668361838,3.668898941009276,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,1.0,18,0.01,2.231,0.761,0.668,-0.069
Carbazole_aug4,c1ccc2[nH]c3ccccc3c2c1,donor,185.691540384138,3.2656293590671046,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,0.9533011247942829,18,0.03751082402691279,2.274,0.725,0.817,-0.049
Carbazole_aug5,c1ccc2[nH]c3ccccc3c2c1,donor,141.60241295007432,3.8475382545953107,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,0.9836524273957316,18,0.033373347287041416,2.248,0.747,0.552,-0.035
Carbazole_aug6,c1ccc2[nH]c3ccccc3c2c1,donor,166.458305951503,3.6520905646049577,1,0,0,3,3,15.79,13,0.0,55.80470000000002,1,1,1.0,18,0.01,2.354,0.737,0.895,0.02
Carbazole_aug7,c1ccc2[nH]c3ccccc3c2c1,donor,140.24729155788572,3.5440792282068156,1,0,0,3,3,15.79,13,0.017379085268083554,55.80470000000002,1,1,0.9838072095907191,18,0.01,2.246,0.733,0.139,0.025
BTR_unit_aug0,c1cc2c(s1)-c1sccc1-2,donor,168.17090510195362,3.1634881667154913,0,2,0,2,3,0.0,10,0.02362987412065215,46.626000000000005,0,0,1.0,16,0.04504444467891028,2.324,0.796,0.274,-0.017
BTR_unit_aug1,c1cc2c(s1)-c1sccc1-2,donor,197.56348888925152,3.76131101950544,0,2,0,2,3,0.0,10,0.0,46.626000000000005,0,0,0.9812554426691297,16,0.025912446004216674,2.363,0.708,0.175,0.037
BTR_unit_aug2,c1cc2c(s1)-c1sccc1-2,donor,174.60718040938247,3.239276856053961,0,2,0,2,3,0.0,10,0.0,46.626000000000005,0,0,0.9723030026166729,16,0.01,2.303,0.743,0.083,-0.01
BTR_unit_aug3,c1cc2c(s1)-c1sccc1-2,donor,144.73653494045334,3.7730925389823526,0,2,0,2,3,0.0,10,0.009241806184743696,46.626000000000005,0,0,0.9742492665945636,16,0.03939682258817983,2.356,0.786,0.566,-0.029
BTR_unit_aug4,c1cc2c(s1)-c1sccc1-2,donor,152.74124347524452,3.493602944393609,0,2,0,2,3,0.0,10,0.0,46.626000000000005,0,0,0.9989503452850912,16,0.0608066377127102,2.364,0.804,0.496,-0.01
BTR_unit_aug5,c1cc2c(s1)-c1sccc1-2,donor,151.71465884424464,4.000734567399079,0,2,0,2,3,0.0,10,0.0486277224813365,46.626000000000005,0,0,1.0,16,0.01,2.36,0.784,0.246,0.023
BTR_unit_aug6,c1cc2c(s1)-c1sccc1-2,donor,149.7112564835026,3.382744409334549,0,2,0,2,3,0.0,10,0.0310336048775339,46.626000000000005,0,0,1.0,16,0.01,2.358,0.776,0.917,-0.079
BTR_unit_aug7,c1cc2c(s1)-c1sccc1-2,donor,171.85795702011924,3.6401757235851475,0,2,0,2,3,0.0,10,0.022959003961421837,46.626000000000005,0,0,0.9978950286562406,16,0.01,2.42,0.801,0.807,-0.001
PDI_core_aug0,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,350.00236438265193,3.7257063061489353,0,2,1,0,5,37.38,26,0.27004894701447124,101.15900000000002,0,3,0.0,20,0.08394251394745249,3.812,0.891,0.181,-0.015
PDI_core_aug1,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,341.9763675226094,3.6723268418487254,0,2,1,0,5,37.38,26,0.19427753991257396,101.15900000000002,0,3,0.0,20,0.06412905753062721,3.872,0.929,0.319,0.024
PDI_core_aug2,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,345.85267543267446,3.519775413500959,0,2,1,0,5,37.38,26,0.19540475143411734,101.15900000000002,0,3,0.043409336530611985,20,0.0742435955302315,3.86,0.921,0.34,0.009
PDI_core_aug3,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,362.04689078937287,3.2177318880889105,0,2,1,0,5,37.38,26,0.27066532310109365,101.15900000000002,0,3,0.0,20,0.0984994488037116,3.925,0.94,0.886,-0.008
PDI_core_aug4,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,387.3879624723852,3.5545484318681044,0,2,1,0,5,37.38,26,0.29006052820371114,101.15900000000002,0,3,0.04738716437192137,20,0.05985529945693463,3.979,0.924,0.874,0.048
PDI_core_aug5,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,333.00626365808307,3.57886461734185,0,2,1,0,5,37.38,26,0.17900142609261965,101.15900000000002,0,3,0.0,20,0.07499679465073042,3.796,0.897,0.355,-0.057
PDI_core_aug6,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,372.42000985628175,3.363893787778365,0,2,1,0,5,37.38,26,0.20669186213655064,101.15900000000002,0,3,0.0,20,0.08380888984333207,3.875,0.954,0.218,0.042
PDI_core_aug7,O=C1c2cccc3cccc4cccc(c2c3c14)C(=O)N1CCCCC1,PDI,318.9555595687542,3.778122923855217,0,2,1,0,5,37.38,26,0.24201386754823354,101.15900000000002,0,3,0.008675059317234543,20,0.11941850279821789,3.883,0.945,0.991,-0.065
IT4F_core_aug0,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,367.6602003149737,5.2050009134994575,0,3,1,3,5,34.14,27,0.2412690083735594,102.03350000000006,0,2,0.5981706829952512,26,0.08038194912501047,4.061,0.915,0.22,-0.072
IT4F_core_aug1,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,363.76788853791544,5.505724666915924,0,3,1,3,5,34.14,27,0.10603097606832022,102.03350000000006,0,2,0.6019807115954574,26,0.12771442846191045,4.156,0.952,0.816,-0.066
IT4F_core_aug2,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,368.1592261903123,5.247989532019208,0,3,1,3,5,34.14,27,0.19854102131753307,102.03350000000006,0,2,0.5753118837357405,26,0.132000965775327,4.277,0.956,0.889,0.043
IT4F_core_aug3,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,376.87605545011905,5.124810826638466,0,3,1,3,5,34.14,27,0.27154607499407124,102.03350000000006,0,2,0.5400272165844704,26,0.09627263403277797,4.095,0.936,0.373,-0.061
IT4F_core_aug4,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,380.086542078545,5.720817982034428,0,3,1,3,5,34.14,27,0.23402622567163542,102.03350000000006,0,2,0.5760123002443449,26,0.12873102151472066,4.161,0.925,0.481,-0.011
IT4F_core_aug5,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,392.0935637065193,5.2565123727638845,0,3,1,3,5,34.14,27,0.2071818833735467,102.03350000000006,0,2,0.5875557962432302,26,0.11518278680891346,4.218,0.971,0.797,-0.001
IT4F_core_aug6,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,408.0581798207506,5.558912966276895,0,3,1,3,5,34.14,27,0.18915386613984797,102.03350000000006,0,2,0.5917508245508063,26,0.07545816158025528,4.156,0.928,0.159,0.032
IT4F_core_aug7,O=C1C(=Cc2sc3c(c2)c2c(cc3)CCCC2)c2ccc(F)c(F)c2C1=O,NFA,387.788466177458,5.246298356301795,0,3,1,3,5,34.14,27,0.18414000922598928,102.03350000000006,0,2,0.514759871326158,26,0.10672194632054441,4.201,0.952,0.832,-0.024
Triazine_acc_aug0,c1ncnc(c1)-c1ccncc1,BN_mat,170.08568362282148,2.1875764169916376,0,3,1,2,2,38.67,12,0.07887266398817372,45.26300000000002,0,3,0.9971411340283914,12,0.042689805515406784,1.833,0.673,0.78,-0.084
Triazine_acc_aug1,c1ncnc(c1)-c1ccncc1,BN_mat,169.33393019433075,1.5945827369469072,0,3,1,2,2,38.67,12,0.00970449964491538,45.26300000000002,0,3,1.0,12,0.016579069011778795,1.856,0.639,0.103,0.041
Triazine_acc_aug2,c1ncnc(c1)-c1ccncc1,BN_mat,159.8353934829375,1.328563755518248,0,3,1,2,2,38.67,12,0.018860593753226046,45.26300000000002,0,3,1.0,12,0.035794369778540246,1.845,0.64,0.346,-0.007
Triazine_acc_aug3,c1ncnc(c1)-c1ccncc1,BN_mat,146.072009466136,2.1029471208321766,0,3,1,2,2,38.67,12,0.0,45.26300000000002,0,3,1.0,12,0.027068290512947776,1.891,0.612,0.274,0.05
Triazine_acc_aug4,c1ncnc(c1)-c1ccncc1,BN_mat,136.7513436573857,1.7511069341898058,0,3,1,2,2,38.67,12,0.043622866414007234,45.26300000000002,0,3,1.0,12,0.03512585772441234,1.814,0.613,0.082,0.002
Triazine_acc_aug5,c1ncnc(c1)-c1ccncc1,BN_mat,194.10873992095327,1.2175745701021539,0,3,1,2,2,38.67,12,0.012166972466134593,45.26300000000002,0,3,0.9927629182643101,12,0.044150482930285936,1.801,0.657,0.398,-0.059
Triazine_acc_aug6,c1ncnc(c1)-c1ccncc1,BN_mat,132.14521151619107,1.9717293812219776,0,3,1,2,2,38.67,12,0.022837660957689198,45.26300000000002,0,3,1.0,12,0.0460635462003463,1.901,0.678,0.864,-0.029
Triazine_acc_aug7,c1ncnc(c1)-c1ccncc1,BN_mat,170.03045519735085,1.9373457590397292,0,3,1,2,2,38.67,12,0.03545018787942562,45.26300000000002,0,3,0.9973079291713832,12,0.06591171930898945,1.725,0.659,0.131,-0.095
Benzimidazole_aug0,c1ccc2[nH]cnc2c1,rad_hard,104.61115395881458,2.1031821298732445,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,1.0,12,0.02405689541395218,1.704,0.628,0.201,-0.026
Benzimidazole_aug1,c1ccc2[nH]cnc2c1,rad_hard,109.21533133570439,0.9960377807163406,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.9524829152954283,12,0.05231766812288595,1.613,0.607,0.012,-0.089
Benzimidazole_aug2,c1ccc2[nH]cnc2c1,rad_hard,133.85500317301663,1.6905372685354894,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.999891923827283,12,0.013942081216149146,1.723,0.607,0.78,-0.094
Benzimidazole_aug3,c1ccc2[nH]cnc2c1,rad_hard,148.206966035343,1.8261086871727015,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.9925846785243821,12,0.02346969004004403,1.685,0.637,0.56,-0.099
Benzimidazole_aug4,c1ccc2[nH]cnc2c1,rad_hard,98.10659980210167,1.4785699121342135,1,1,0,2,2,28.68,9,0.02862913906780793,36.0937,1,2,1.0,12,0.05560204865825538,1.789,0.614,0.568,0.003
Benzimidazole_aug5,c1ccc2[nH]cnc2c1,rad_hard,119.33160739840346,1.3688189666883277,1,1,0,2,2,28.68,9,0.031758590084098474,36.0937,1,2,1.0,12,0.026404670768788642,1.837,0.661,0.709,0.031
Benzimidazole_aug6,c1ccc2[nH]cnc2c1,rad_hard,144.4868813126865,1.6221798814077197,1,1,0,2,2,28.68,9,0.00989553917313239,36.0937,1,2,0.9804574598915665,12,0.027431658318913567,1.764,0.681,0.452,-0.003
Benzimidazole_aug7,c1ccc2[nH]cnc2c1,rad_hard,111.73205383611358,1.6901497839205748,1,1,0,2,2,28.68,9,0.0,36.0937,1,2,0.9992693622321706,12,0.07995478217223728,1.797,0.655,0.976,-0.049
Polyimide_unit_aug0,O=C1OC(=O)c2ccccc21,rad_hard,182.66786340201418,1.1280971009022096,0,3,0,1,2,43.370000000000005,11,0.0060015663359130654,36.18800000000001,0,3,0.5638600846364579,10,0.01,1.984,0.666,0.228,0.049
Polyimide_unit_aug1,O=C1OC(=O)c2ccccc21,rad_hard,142.96946925153307,0.4966247778367232,0,3,0,1,2,43.370000000000005,11,0.07869933816450164,36.18800000000001,0,3,0.5086815755644751,10,0.01,2.039,0.663,0.868,0.009
Polyimide_unit_aug2,O=C1OC(=O)c2ccccc21,rad_hard,152.6060363711994,1.3113294907836464,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.5402757264563208,10,0.04501694874973344,1.975,0.701,0.439,0.009
Polyimide_unit_aug3,O=C1OC(=O)c2ccccc21,rad_hard,161.16345756826834,0.5242823529047251,0,3,0,1,2,43.370000000000005,11,0.06900456770737258,36.18800000000001,0,3,0.5266876644092595,10,0.03525982066874818,1.968,0.723,0.912,-0.068
Polyimide_unit_aug4,O=C1OC(=O)c2ccccc21,rad_hard,157.99760372565473,1.075402129747172,0,3,0,1,2,43.370000000000005,11,0.05863645096296824,36.18800000000001,0,3,0.5617625500923784,10,0.019931463358277883,1.863,0.663,0.18,-0.064
Polyimide_unit_aug5,O=C1OC(=O)c2ccccc21,rad_hard,163.55097421296685,0.14263721381097738,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.5066141011829183,10,0.05056028574757039,1.943,0.656,0.359,-0.011
Polyimide_unit_aug6,O=C1OC(=O)c2ccccc21,rad_hard,138.76297597376214,1.1011511645192147,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.5753425500379596,10,0.01746861833677375,2.014,0.682,0.97,-0.032
Polyimide_unit_aug7,O=C1OC(=O)c2ccccc21,rad_hard,116.98536202680495,0.8687654517102262,0,3,0,1,2,43.370000000000005,11,0.0,36.18800000000001,0,3,0.5358054939180239,10,0.06887870967121681,1.999,0.662,0.617,0.006
PTFE_unit_aug0,C(F)(F)=C(F)F,rad_hard,107.65270904463108,2.120012494157321,0,0,0,0,0,0.0,6,0.0,11.458000000000002,0,0,0.0,0,0.01,0.418,0.204,0.585,0.03
PTFE_unit_aug1,C(F)(F)=C(F)F,rad_hard,114.56659087273961,2.00658376574219,0,0,0,0,0,0.0,6,0.0,11.458000000000002,0,0,0.0023590557094827175,0,0.01,0.224,0.223,0.039,-0.082
PTFE_unit_aug2,C(F)(F)=C(F)F,rad_hard,118.34055349404964,2.094946542769398,0,0,0,0,0,0.0,6,0.0,11.458000000000002,0,0,0.03324548450212549,0,0.01,0.346,0.272,0.455,-0.023
PTFE_unit_aug3,C(F)(F)=C(F)F,rad_hard,112.26947810125141,1.6749753310479032,0,0,0,0,0,0.0,6,0.09570156769333932,11.458000000000002,0,0,0.0,0,0.014114282463594457,0.36,0.201,0.97,-0.086
PTFE_unit_aug4,C(F)(F)=C(F)F,rad_hard,117.4153546137751,2.1397045663917815,0,0,0,0,0,0.0,6,0.0,11.458000000000002,0,0,0.006032971401449025,0,0.030778712920152242,0.444,0.291,0.945,0.002
PTFE_unit_aug5,C(F)(F)=C(F)F,rad_hard,122.12451865915969,2.347109091668114,0,0,0,0,0,0.0,6,0.0,11.458000000000002,0,0,0.009079063957170997,0,0.01,0.331,0.253,0.216,-0.001
PTFE_unit_aug6,C(F)(F)=C(F)F,rad_hard,98.73123306814016,2.089628723091044,0,0,0,0,0,0.0,6,0.022676715075698992,11.458000000000002,0,0,0.0,0,0.029047368365767146,0.448,0.266,0.871,0.017
PTFE_unit_aug7,C(F)(F)=C(F)F,rad_hard,123.80340977849282,1.6227176554589025,0,0,0,0,0,0.0,6,0.06878534066558098,11.458000000000002,0,0,0.0,0,0.012277154069430845,0.436,0.207,0.808,0.014
Diamond_unit_aug0,C12CC3CC(CC(C3)C1)C2,rad_hard,132.77656351432262,2.8372737142744415,0,0,0,0,4,0.0,10,0.9576519325840837,41.66200000000001,0,0,0.0,16,0.01,1.204,0.554,0.325,-0.045
Diamond_unit_aug1,C12CC3CC(CC(C3)C1)C2,rad_hard,123.45876504620995,2.435673061977752,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.0,16,0.056767466106886176,1.145,0.554,0.227,-0.089
Diamond_unit_aug2,C12CC3CC(CC(C3)C1)C2,rad_hard,155.87330973983188,2.7351505849474145,0,0,0,0,4,0.0,10,0.9177300626521554,41.66200000000001,0,0,0.030677112960289205,16,0.06051379812678546,1.25,0.469,0.519,-0.028
Diamond_unit_aug3,C12CC3CC(CC(C3)C1)C2,rad_hard,163.92345637021037,3.001772736015709,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.003126033118556282,16,0.010466887442009552,1.33,0.539,0.813,0.008
Diamond_unit_aug4,C12CC3CC(CC(C3)C1)C2,rad_hard,121.15870822266648,2.748397476939969,0,0,0,0,4,0.0,10,0.9448205341392114,41.66200000000001,0,0,0.0053968245346043536,16,0.039558795726891985,1.211,0.48,0.486,-0.061
Diamond_unit_aug5,C12CC3CC(CC(C3)C1)C2,rad_hard,154.60433212004625,2.361449818913048,0,0,0,0,4,0.0,10,0.9887683425001488,41.66200000000001,0,0,0.016501562970736555,16,0.01,1.248,0.485,0.716,-0.059
Diamond_unit_aug6,C12CC3CC(CC(C3)C1)C2,rad_hard,138.3455101229192,2.43239235152454,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.0,16,0.022768549088342957,1.222,0.466,0.709,-0.084
Diamond_unit_aug7,C12CC3CC(CC(C3)C1)C2,rad_hard,140.71628268129322,3.2418421289921544,0,0,0,0,4,0.0,10,1.0,41.66200000000001,0,0,0.00146580210977113,16,0.012530583824077648,1.201,0.505,0.043,-0.005
MAI_cation_aug0,C[NH3+],perovskite,50.0,-1.3407702752652846,1,0,0,0,0,27.64,2,0.9653547401102046,8.8121,3,1,0.0,0,0.023757862538888827,0.553,0.275,0.611,-0.038
MAI_cation_aug1,C[NH3+],perovskite,50.0,-0.7675773781978801,1,0,0,0,0,27.64,2,1.0,8.8121,3,1,0.0,0,0.01205578920454055,0.514,0.288,0.668,-0.086
MAI_cation_aug2,C[NH3+],perovskite,50.0,-1.0177602707645508,1,0,0,0,0,27.64,2,0.9926498999185756,8.8121,3,1,0.02891637350384729,0,0.05006983503182703,0.447,0.306,0.217,-0.086
MAI_cation_aug3,C[NH3+],perovskite,50.0,-1.5528408938737235,1,0,0,0,0,27.64,2,1.0,8.8121,3,1,0.050331024422293216,0,0.01,0.564,0.288,0.594,-0.025
MAI_cation_aug4,C[NH3+],perovskite,50.0,-0.6533810130614388,1,0,0,0,0,27.64,2,0.9492621634653566,8.8121,3,1,0.0,0,0.01,0.453,0.288,0.274,-0.088
MAI_cation_aug5,C[NH3+],perovskite,50.0,-1.3728919693175927,1,0,0,0,0,27.64,2,0.9222052176898187,8.8121,3,1,0.009926406966433711,0,0.022529954232178493,0.53,0.308,0.068,0.02
MAI_cation_aug6,C[NH3+],perovskite,50.0,-1.0296830290457284,1,0,0,0,0,27.64,2,1.0,8.8121,3,1,0.0,0,0.01,0.55,0.357,0.333,0.0
MAI_cation_aug7,C[NH3+],perovskite,50.0,-1.1190983825762766,1,0,0,0,0,27.64,2,0.929314275154751,8.8121,3,1,0.0,0,0.01,0.53,0.309,0.175,0.004
FA_cation_aug0,NC(=N)N,perovskite,50.0,-0.7906020474368689,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.0363929309993755,0,0.014553088272798095,0.919,0.381,0.665,0.019
FA_cation_aug1,NC(=N)N,perovskite,105.45859079963388,-1.0434346481816887,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.021243260300657714,0,0.03085279633589168,0.827,0.406,0.089,0.013
FA_cation_aug2,NC(=N)N,perovskite,50.0,-1.5607998860673336,3,1,0,0,0,75.89,4,0.025399566345627185,16.1015,5,3,0.0,0,0.01,0.854,0.347,0.088,0.041
FA_cation_aug3,NC(=N)N,perovskite,66.84357209061928,-0.41353014477016303,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.027572294489633057,0,0.01,0.912,0.421,0.919,-0.025
FA_cation_aug4,NC(=N)N,perovskite,64.41984628143805,-1.064920658141196,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.016095295307112106,0,0.01,0.864,0.411,0.79,-0.054
FA_cation_aug5,NC(=N)N,perovskite,59.63562314738256,-1.1641656989932612,3,1,0,0,0,75.89,4,0.040888314960014355,16.1015,5,3,0.0417062264705194,0,0.022874956127037244,0.92,0.412,0.641,0.023
FA_cation_aug6,NC(=N)N,perovskite,59.279052396867606,-1.554980869705048,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.0016994977469132148,0,0.022312605087134618,0.782,0.39,0.399,-0.078
FA_cation_aug7,NC(=N)N,perovskite,57.66202443881817,-1.0154795068521396,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.0,0,0.02371732459992409,0.823,0.378,0.312,-0.024
GUA_cation_aug0,NC(=N)N,perovskite,89.68701664687394,-0.7958014444908053,3,1,0,0,0,75.89,4,0.07453630684249761,16.1015,5,3,0.004460023716063346,0,0.01,0.732,0.407,0.152,-0.091
GUA_cation_aug1,NC(=N)N,perovskite,50.0,-1.2521709059464388,3,1,0,0,0,75.89,4,0.0001523010076707235,16.1015,5,3,0.013108145092390494,0,0.035531675495726826,0.813,0.429,0.692,-0.091
GUA_cation_aug2,NC(=N)N,perovskite,78.06308270882647,-1.6068993905349713,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.0,0,0.01,0.843,0.38,0.527,-0.036
GUA_cation_aug3,NC(=N)N,perovskite,69.90125456409575,-0.9336834519092061,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.0,0,0.01955483010805093,0.817,0.408,0.769,-0.098
GUA_cation_aug4,NC(=N)N,perovskite,50.0,-1.1064220240662535,3,1,0,0,0,75.89,4,0.02896457498005442,16.1015,5,3,0.0035874110524245976,0,0.01,0.738,0.41,0.012,-0.064
GUA_cation_aug5,NC(=N)N,perovskite,83.00343003328982,-1.2089888719080912,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.0,0,0.04595291960284687,0.788,0.399,0.098,-0.027
GUA_cation_aug6,NC(=N)N,perovskite,50.0,-1.6454984193630224,3,1,0,0,0,75.89,4,0.05199523436980383,16.1015,5,3,0.0,0,0.04823894427093872,0.887,0.399,0.459,0.018
GUA_cation_aug7,NC(=N)N,perovskite,72.63051742678537,-1.307803422443711,3,1,0,0,0,75.89,4,0.0,16.1015,5,3,0.02226286116027921,0,0.01770460160812984,0.841,0.475,0.038,0.035
Rubrene_unit_aug0,c1ccc(-c2cc3ccccc3cc2)cc1,acene,230.30682578797595,4.975253359018058,0,0,1,3,3,0.0,16,0.0,69.38400000000004,0,0,1.0,18,0.03788695662165475,3.088,0.895,0.067,-0.022
Rubrene_unit_aug1,c1ccc(-c2cc3ccccc3cc2)cc1,acene,196.96556897375783,4.562204091759475,0,0,1,3,3,0.0,16,0.0,69.38400000000004,0,0,1.0,18,0.022018364420572083,3.013,0.841,0.071,-0.098
Rubrene_unit_aug2,c1ccc(-c2cc3ccccc3cc2)cc1,acene,183.3337803463612,4.667795825758189,0,0,1,3,3,0.0,16,0.03594766553325334,69.38400000000004,0,0,1.0,18,0.020020348228610783,3.041,0.919,0.174,-0.085
Rubrene_unit_aug3,c1ccc(-c2cc3ccccc3cc2)cc1,acene,175.8357866651631,4.957200095586649,0,0,1,3,3,0.0,16,0.027811500470032998,69.38400000000004,0,0,1.0,18,0.07845629689802168,3.049,0.924,0.206,-0.082
Rubrene_unit_aug4,c1ccc(-c2cc3ccccc3cc2)cc1,acene,191.40163539239714,4.785152038424374,0,0,1,3,3,0.0,16,0.02539178781448119,69.38400000000004,0,0,1.0,18,0.056606396746196046,3.237,0.945,0.98,-0.01
Rubrene_unit_aug5,c1ccc(-c2cc3ccccc3cc2)cc1,acene,196.97294540914228,4.255037099798301,0,0,1,3,3,0.0,16,0.0,69.38400000000004,0,0,1.0,18,0.013092082685566338,3.173,0.867,0.928,-0.066
Rubrene_unit_aug6,c1ccc(-c2cc3ccccc3cc2)cc1,acene,199.84692752828454,4.423756010033326,0,0,1,3,3,0.0,16,0.0,69.38400000000004,0,0,0.9949863485864077,18,0.040807849009765994,3.23,0.924,0.887,-0.003
Rubrene_unit_aug7,c1ccc(-c2cc3ccccc3cc2)cc1,acene,199.29817747632904,4.9890036728060005,0,0,1,3,3,0.0,16,0.05867369287426625,69.38400000000004,0,0,1.0,18,0.01,3.236,0.917,0.842,0.009
Rhodamine_B_aug0,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,451.560759035053,5.365592931862457,1,3,7,2,4,56.69,33,0.2867778645510888,135.14329999999998,1,5,0.615325596438575,20,0.13560679889270477,2.955,0.874,0.818,-0.068
Rhodamine_B_aug1,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,448.3820635897715,6.341504934254123,1,3,7,2,4,56.69,33,0.3047722049584246,135.14329999999998,1,5,0.6447531886830884,20,0.11502612702539916,2.929,0.849,0.298,-0.015
Rhodamine_B_aug2,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,440.7978803203247,5.193710529113195,1,3,7,2,4,56.69,33,0.24318826300382068,135.14329999999998,1,5,0.5886449025664644,20,0.11333406808841219,2.838,0.814,0.009,-0.063
Rhodamine_B_aug3,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,476.96509008702833,5.6794014589468995,1,3,7,2,4,56.69,33,0.25522514049831657,135.14329999999998,1,5,0.6020400910604186,20,0.10185626389458394,2.921,0.868,0.616,-0.072
Rhodamine_B_aug4,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,427.86903373835537,5.755484130153163,1,3,7,2,4,56.69,33,0.2638413706981152,135.14329999999998,1,5,0.6277320467954393,20,0.09410583695816466,2.999,0.813,0.958,-0.045
